_id,ltable_ID,rtable_ID,ltable_Name,ltable_Genre,ltable_ReleaseDate,ltable_Director,ltable_Creator,rtable_Name,rtable_Genre,rtable_ReleaseDate,rtable_Director,rtable_Creator,Truth
1890,2174,7260,The Running Man,"Action & Adventure,Science Fiction & Fantasy","Nov 13, 1987 Wide",Paul Michael Glaser,"Stephen King,Steven E. de Souza,John Herzfeld",Night of the Running Man,"Action,Crime,Thriller",4 February 1995 (Japan),Mark L. Lester,"Lee Wells,Lee Wells",0
1891,2608,7260,Children of the Night,Horror,"Sep 6, 1991 Wide",Tony Randel,"Nicolas Falacci,William Hopkins,Tom Holliday,Tony Randel,Christopher Webster",Night of the Running Man,"Action,Crime,Thriller",4 February 1995 (Japan),Mark L. Lester,"Lee Wells,Lee Wells",0
1892,893,5525,A Dog of Flanders,"Drama,Kids & Family","Aug 7, 1999 Wide",Kevin Brodie,"Kevin Brodie,Robert Singer",A Dog of Flanders,"Short,Drama",19 May 1914 (USA),Howell Hansel,Ouida,0
1907,1041,5692,"It's a Mad, Mad, Mad, Mad World","Drama,Action & Adventure,Classics,Comedy","Nov 7, 1963 Limited",Stanley Kramer,"Tania Rose,William Rose",It's a Digital World,"Animation,Family,Fantasy",25 June 1994 (USA),Paul Greenberg,"Paul Greenberg,Edmund Lane",0
1911,772,522,The Man Who Knew Too Much,"Mystery & Suspense,Classics","Jun 1, 1956 Wide",Alfred Hitchcock,"Angus MacPhail,Charles Bennett,John Michael Hayes",The Man Who Played God,"Drama,Romance",19 February 1932 (USA),John G. Adolfi,"Jules Eckert Goodman,Gouverneur Morris",0
1924,3716,873,Lara Croft Tomb Raider - The Cradle of Life,"Action & Adventure,Science Fiction & Fantasy","Jul 21, 2003 Wide",Jan de Bont,Dean Georgaris,The Secret Life of Pets,"Animation,Comedy,Family",8 July 2016 (USA),"Chris Renaud,Yarrow Cheney","Ken Daurio,Brian Lynch",0
1927,1202,6522,Steve McQueen: The Man & Le Mans,"Documentary,Television,Sports & Fitness","Nov 13, 2015 Limited","Gabriel Clarke,John McKenna,Jon McKenna",Gabriel Clarke,Steve McQueen: The Man & Le Mans,Documentary,13 November 2015 (USA),"Gabriel Clarke,John McKenna",,1
1929,4455,1788,Beyond the Wall of Sleep,"Drama,Horror","Jun 6, 2006 Wide","Barrett J. Leigh,Thom Maurer,Barrett Klausman","Barrett J. Leigh,Thom Maurer,Barrett Klausman",The Wolf of Wall Street,"Biography,Comedy,Crime",25 December 2013 (USA),Martin Scorsese,"Terence Winter,Jordan Belfort",0
1937,614,185,A Place in the Sun,"Drama,Romance,Classics","Aug 15, 1951 Wide","George Stevens,George Stevens Jr.","Theodore Dreiser,Patrick Kearney,Michael Wilson,Harry Brown",A Walk in the Woods,"Adventure,Comedy,Drama",2 September 2015 (USA),Ken Kwapis,"Rick Kerb,Bill Holderman",0
1948,3389,2614,Your Friends & Neighbors,"Drama,Art House & International,Comedy","Aug 19, 1998 Wide",Neil LaBute,Neil LaBute,Your Friends & Neighbors,"Comedy,Drama",21 August 1998 (USA),Neil LaBute,Neil LaBute,1
1951,3755,2531,How to Beat the High Cost of Living,Comedy,"Dec 31, 1980 Wide",Robert Scheerer,,How to Beat a Bully,"Comedy,Family",,Doug Bilitch,"Marilyn Anderson,Richard Rossner",0
1954,2039,5873,Wizards of the Lost Kingdom,"Action & Adventure,Kids & Family,Science Fiction & Fantasy","Jun 1, 1985 Wide",Héctor Olivera,Tom Edwards,Wizards of the Lost Kingdom,"Action,Adventure,Family",October 1985 (USA),Héctor Olivera,Ed Naha,1
1956,3906,5873,Spy Kids 2: The Island of Lost Dreams,"Action & Adventure,Kids & Family,Mystery & Suspense","Aug 7, 2002 Wide",Robert Rodriguez,Robert Rodriguez,Wizards of the Lost Kingdom,"Action,Adventure,Family",October 1985 (USA),Héctor Olivera,Ed Naha,0
1960,6200,4000,In the Heart of the Sea,Drama,"Dec 11, 2015 Wide",Ron Howard,"Rick Jaffa,Charles Leavitt,Peter Morgan",In the Name of God,Family,1 November 2013 (USA),Kevan Otto,"Kevan Otto,Kevan Otto",0
1969,6115,6788,You're Not You,Drama,"Oct 10, 2014 Limited",George C Wolfe,"Jordan Roberts,Shana Feste",You're Not You,Drama,26 November 2014 (Philippines),George C. Wolfe,"Shana Feste,Jordan Roberts",1
1972,29,5665,The Last Flight of Noah's Ark,"Action & Adventure,Kids & Family","Jun 25, 1980 Wide",Charles Jarrott,"George Arthur Bloom,Steven W. Carabatsos,Sandy Glass",The Last Flight of Noah's Ark,"Adventure,Family",25 June 1980 (USA),Charles Jarrott,"Ernest K. Gann,Steven W. Carabatsos",1
1977,3608,2221,Ice Age: Dawn of the Dinosaurs (Ice Age 3),"Action & Adventure,Animation,Kids & Family,Comedy","Jul 1, 2009 Wide","Carlos Saldanha,Mike Thurmeier","Michael Berg,Peter Ackerman,Mike Reiss,Yoni Brenner",The Age of Innocence,"Drama,Romance",1 October 1993 (USA),Martin Scorsese,"Edith Wharton,Jay Cocks",0
1981,5259,2220,The Life And Times Of The Red Dog Saloon,"Musical & Performing Arts,Documentary","Oct 7, 1996 Wide",Mary Works,,The Ballad of Jack and Rose,Drama,8 April 2005 (USA),Rebecca Miller,Rebecca Miller,0
1982,2878,2220,Client 9: The Rise and Fall of Eliot Spitzer,"Documentary,Special Interest","Nov 5, 2010 Limited",Alex Gibney,Alex Gibney,The Ballad of Jack and Rose,Drama,8 April 2005 (USA),Rebecca Miller,Rebecca Miller,0
1984,3301,2220,Indiana Jones and the Kingdom of the Crystal Skull,Action & Adventure,"May 22, 2008 Wide",Steven Spielberg,David Koepp,The Ballad of Jack and Rose,Drama,8 April 2005 (USA),Rebecca Miller,Rebecca Miller,0
1988,6264,3290,Return of the Man from U.N.C.L.E.,"Action & Adventure,Television,Mystery & Suspense","Apr 5, 1983 Wide","Ray Austin,Raymond Austin",Michael Sloan,The Naked Gun: From the Files of Police Squad!,"Comedy,Crime",2 December 1988 (USA),David Zucker,"Jerry Zucker,Jim Abrahams",0
1993,4923,2826,"I Love You, Man","Drama,Comedy","Mar 20, 2009 Wide","Ivan Reitman,John Hamburg","John Hamburg,Larry Levin",Everyone Says I Love You,"Comedy,Musical,Romance",3 January 1997 (USA),Woody Allen,Woody Allen,0
2000,222,6230,Every Day's a Holiday (Seaside Swingers) (The Adventures of Tim),Comedy,"May 30, 1965 Wide",James Hill,,The Adventures of Sherlock Holmes,"Crime,Mystery,Thriller",1 September 1939 (USA),Alfred L. Werker,"Edwin Blum,William Absalom Drake",0
2001,256,6230,The Adventures of Tom Sawyer,"Action & Adventure,Kids & Family,Special Interest","Feb 17, 1938 Wide","George Cukor,H.C. Potter,William Wellman,Norman Taurog","Mark Twain,John V.A. Weaver",The Adventures of Sherlock Holmes,"Crime,Mystery,Thriller",1 September 1939 (USA),Alfred L. Werker,"Edwin Blum,William Absalom Drake",0
2005,445,6230,Sherlock Holmes and the Woman in Green,"Drama,Horror,Mystery & Suspense","Jul 27, 1945 Wide",Roy William Neill,Bertram Millhauser,The Adventures of Sherlock Holmes,"Crime,Mystery,Thriller",1 September 1939 (USA),Alfred L. Werker,"Edwin Blum,William Absalom Drake",0
2008,680,2225,The War of the Worlds,"Action & Adventure,Horror,Classics,Science Fiction & Fantasy","Aug 1, 1953 Wide",Byron Haskin,Barré Lyndon,The War of the Roses,"Comedy,Romance",8 December 1989 (USA),Danny DeVito,"Warren Adler,Michael Leeson",0
2016,2555,3779,The Girl Next Door,"Drama,Comedy","Apr 9, 2004 Wide",Luke Greenfield,"Brent Goldberg,Stuart Blumberg,David Wagner",The Dead Next Door,Horror,November 1989 (USA),J.R. Bookwalter,J.R. Bookwalter,0
2019,400,6968,Shadow of a Doubt,"Drama,Mystery & Suspense,Classics","Jan 12, 1943 Wide",Alfred Hitchcock,"Alma Reville,Thornton Wilder,Sally Benson,Joan Harrison,Gordon McDonell",Ninja: Shadow of a Tear,"Action,Crime,Thriller",27 December 2013 (Vietnam),Isaac Florentine,"David N. White,Michael Hurst",0
2020,9,4344,Dr. Jekyll and Mr. Hyde,"Drama,Horror","Dec 31, 1931 Limited",Rouben Mamoulian,"Robert Louis Stevenson,Percy Heath,Samuel Hoffenstein",Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,"Comedy,Horror,Mystery",1 August 1953 (USA),Charles Lamont,"Lee Loeb,John Grant",0
2028,2362,42,Sinbad of the Seven Seas,"Action & Adventure,Science Fiction & Fantasy","Jan 1, 1989 Wide",Enzo G. Castellari,,Tabu: A Story of the South Seas,"Drama,Romance,Adventure",19 March 1931 (USA),F.W. Murnau,"F.W. Murnau,Robert J. Flaherty",0
2029,2635,42,Don't Be a Menace to South Central While Drinking Your Juice in The Hood,Comedy,"Jan 1, 1996 Wide",Paris Barclay,"Shawn Wayans,Marlon Wayans,Phil Beauman",Tabu: A Story of the South Seas,"Drama,Romance,Adventure",19 March 1931 (USA),F.W. Murnau,"F.W. Murnau,Robert J. Flaherty",0
2035,1897,2222,Revenge of the Nerds II: Nerds in Paradise,Comedy,"Jul 10, 1987 Wide",Joe Roth,"Dan Guntzelman,Steve Marshall,Ed Solomon,Tim Metcalfe,Sam Harper",In the Name of the Father,"Biography,Drama,History",25 February 1994 (USA),Jim Sheridan,"Gerry Conlon,Terry George",0
2041,5671,6171,Birth Of The Living Dead,"Documentary,Special Interest","Nov 6, 2013 Limited",Rob Kuhns,,How to Beat the High Co$t of Living,"Comedy,Crime",21 August 1981 (Finland),Robert Scheerer,"Robert Kaufman,Leonora Thuna",0
2050,2124,4955,Short Circuit 2,"Kids & Family,Science Fiction & Fantasy,Comedy","Jul 6, 1988 Wide",Kenneth Johnson,"S.S. Wilson,Brent Maddock",Short Circuit 2,"Comedy,Drama,Family",6 July 1988 (USA),Kenneth Johnson,"Brent Maddock,S.S. Wilson",1
2062,6016,5749,Magic in the Moonlight,"Drama,Comedy","Jul 25, 2014 Limited",Woody Allen,Woody Allen,Magic in the Moonlight,"Comedy,Romance",15 August 2014 (USA),Woody Allen,Woody Allen,1
2064,2018,6749,Year of the Dragon,"Drama,Action & Adventure","Aug 16, 1985 Wide",Michael Cimino,"Robert Daley,Oliver Stone,Michael Cimino,Stanley Mann",The Year of Spectacular Men,"Comedy,Drama",2016 (USA),Lea Thompson,Madelyn Deutch,0
2070,2200,2324,No Way Out,"Drama,Action & Adventure,Mystery & Suspense","Aug 14, 1987 Wide",Roger Donaldson,"Robert Garland,Gregory Goodell",No Way Out,"Action,Crime,Drama",14 August 1987 (USA),Roger Donaldson,"Kenneth Fearing,Robert Garland",1
2077,3664,2485,The Adventures of Rocky & Bullwinkle,"Kids & Family,Science Fiction & Fantasy,Comedy","Jun 30, 2000 Wide",Des McAnuff,"Ken Lonergan,Kenneth Lonergan",The Adventures of Ford Fairlane,"Action,Adventure,Comedy",11 July 1990 (USA),Renny Harlin,"Daniel Waters,James Cappe",0
2087,982,127,The Lord of the Rings: The Return of the King,"Action & Adventure,Classics,Science Fiction & Fantasy","Dec 17, 2003 Wide",Peter Jackson,"Fran Walsh,Philippa Boyens,Peter Jackson,Stephen Sinclair",Return of the Living Dead II,"Comedy,Horror",15 January 1988 (USA),Ken Wiederhorn,Ken Wiederhorn,0
2091,1505,127,Dawn of the Dead,"Action & Adventure,Horror,Science Fiction & Fantasy","May 24, 1979 Wide",George A. Romero,George A. Romero,Return of the Living Dead II,"Comedy,Horror",15 January 1988 (USA),Ken Wiederhorn,Ken Wiederhorn,0
2094,1973,127,Day of the Dead,"Mystery & Suspense,Horror","Apr 1, 2008 Wide",Steve Miner,Jeffrey Reddick,Return of the Living Dead II,"Comedy,Horror",15 January 1988 (USA),Ken Wiederhorn,Ken Wiederhorn,0
2096,2001,127,Return of the Living Dead 3,Horror,"Jan 1, 1993 Wide",Brian Yuzna,John Penney,Return of the Living Dead II,"Comedy,Horror",15 January 1988 (USA),Ken Wiederhorn,Ken Wiederhorn,0
2102,3755,127,How to Beat the High Cost of Living,Comedy,"Dec 31, 1980 Wide",Robert Scheerer,,Return of the Living Dead II,"Comedy,Horror",15 January 1988 (USA),Ken Wiederhorn,Ken Wiederhorn,0
2103,2621,1521,The Mighty Ducks,"Comedy,Kids & Family","Sep 20, 1992 Wide",Stephen Herek,Steven Brill,D3: The Mighty Ducks,"Action,Comedy,Drama",4 October 1996 (USA),Robert Lieberman,"Steven Brill,Kenneth Johnson",0
2120,2860,3385,The Santa Clause 2,"Kids & Family,Science Fiction & Fantasy,Comedy","Oct 27, 2002 Wide",Michael Lembeck,"Cinco Paul,John J. Strauss,Ken Daurio,Ed Decter,Don Rhymer",Santa Paws 2: The Santa Pups,"Adventure,Family",20 November 2012 (USA),Robert Vince,"Philip Fracassi,Anna McRoberts",0
2121,2715,5617,Rudyard Kipling's The Jungle Book,"Drama,Action & Adventure,Kids & Family","Dec 23, 1994 Wide","Stephen Sommers,Greg Michael","Stephen Sommers,Ronald Yanover,Mark D. Geldman",The Jungle Book,"Adventure,Family,Romance",25 December 1994 (USA),Stephen Sommers,"Rudyard Kipling,Ron Yanover",0
2122,4853,154,Cloudy With a Chance of Meatballs,"Animation,Kids & Family,Comedy","Sep 18, 2009 Wide","Chris Miller,Christopher Miller,Phil Lord","Chris Miller,Christopher Miller,Phil Lord,Judi Barrett",Cloudy with a Chance of Meatballs,"Animation,Comedy,Family",18 September 2009 (USA),"Phil Lord,Christopher Miller","Phil Lord,Christopher Miller",1
2123,1406,3906,Riders in the Sky,"Western,Classics","Nov 29, 1949 Wide",John English,Gerald Geraghty,Fire in the Sky,"Biography,Drama,Mystery",12 March 1993 (USA),Robert Lieberman,"Travis Walton,Tracy Tormé",0
2125,5419,1897,The Hunger Games: Mockingjay - Part 2 The IMAX Experience,"Drama,Action & Adventure,Science Fiction & Fantasy","Nov 20, 2015 Wide",Francis Lawrence,"Peter Craig,Danny Strong",Harry Potter and the Deathly Hallows: Part 2,"Adventure,Drama,Fantasy",15 July 2011 (USA),David Yates,"Steve Kloves,J.K. Rowling",0
2126,1794,1897,Harry Potter and the Half-Blood Prince,"Drama,Action & Adventure,Kids & Family,Mystery & Suspense,Science Fiction & Fantasy","Jul 15, 2009 Wide",David Yates,"J.K. Rowling,Steve Kloves",Harry Potter and the Deathly Hallows: Part 2,"Adventure,Drama,Fantasy",15 July 2011 (USA),David Yates,"Steve Kloves,J.K. Rowling",0
2131,342,1144,The Wolf Man,"Horror,Classics,Science Fiction & Fantasy","Dec 12, 1941 Wide",George Waggner,Curt Siodmak,The Wolf Man,"Drama,Horror",12 December 1941 (USA),George Waggner,Curt Siodmak,1
2137,1973,5785,Day of the Dead,"Mystery & Suspense,Horror","Apr 1, 2008 Wide",Steve Miner,Jeffrey Reddick,Land of the Dead,Horror,24 June 2005 (USA),George A. Romero,George A. Romero,0
2148,4781,835,At the Edge of the World,"Documentary,Special Interest","Aug 28, 2009 Wide","Dan Stone,Patrick Gambuti Jr.",,Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Family",19 December 2014 (USA),Shawn Levy,"David Guion,Michael Handelman",0
2149,751,835,The Night of the Hunter,"Mystery & Suspense,Drama","Jan 1, 1955 Wide",Charles Laughton,James Agee,Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Family",19 December 2014 (USA),Shawn Levy,"David Guion,Michael Handelman",0
2151,778,835,The Secret Life Of Walter Mitty,"Drama,Action & Adventure,Comedy","Dec 25, 2013 Wide",Ben Stiller,"Steve Conrad,Steven Conrad",Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Family",19 December 2014 (USA),Shawn Levy,"David Guion,Michael Handelman",0
2152,1150,835,Night of the Living Dead,"Horror,Classics,Cult Movies","Oct 1, 1968 Wide",George A. Romero,"John Russo,George A. Romero,John A. Russo",Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Family",19 December 2014 (USA),Shawn Levy,"David Guion,Michael Handelman",0
2156,1720,835,The Secret of NIMH,"Drama,Animation,Kids & Family,Science Fiction & Fantasy","Jul 2, 1982 Wide",Don Bluth,"Don Bluth,Will Finn,Gary Goldman,John Pomeroy",Night at the Museum: Secret of the Tomb,"Adventure,Comedy,Family",19 December 2014 (USA),Shawn Levy,"David Guion,Michael Handelman",0
2161,475,2194,A Night in Casablanca,"Classics,Comedy","May 10, 1946 Wide",Archie Mayo,"Joseph Fields,Roland Kibbee,Frank Tashlin",A Night in Casablanca,Comedy,12 October 1946 (Sweden),Archie Mayo,"Joseph Fields,Roland Kibbee",1
2164,3223,5172,I Still Know What You Did Last Summer,Horror,"Nov 13, 1998 Wide",Danny Cannon,"Stephen Gaghan,Trey Callaway",I Still Know What You Did Last Summer,"Horror,Mystery,Thriller",13 November 1998 (USA),Danny Cannon,"Lois Duncan,Trey Callaway",1
