,Truth,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title
895,1.0,encore software,39.99 ,macjournal v4 ( mac ),,17.9 ,punch software 25100 punch ! master landscape and home design
896,1.0,blizzard entertainment,69.0 ,procurve vpn client software unlimited client licenses,,185.99 ,encore software 11941 the print shop zoom
897,1.0,nolo press,299.0 ,x-oom movie clone 3 gold,,43.3 ,bias peak pro 5 software music production software
898,1.0,global-software-publishing,19.99 ,phase one capture one le,,2499.99 ,encore software 11230 hoyle bridge club win 2000 xp
899,1.0,punch ! software, ,panda internet security 2007 3-user,,149.99 ,omni web 5.0
900,1.0,dreamcatcher interactive,29.95 ,aquazone bass edition,,19.99 ,encore software 10118 adventure workshop 4th-6th grade 7th ed sb cs by riverdeep
901,1.0,webroot software,1799.0 ,3d home architect home design deluxe version 9,sony-online-entertainment,19.99 ,final-draft final draft 7.0 with syd fields workshop bundle screen writing software
902,1.0,encore software,12.99 ,elementary advantage 2008,,22.9 ,simply magazine sales skills
903,1.0,navarre ( software ),229.95 ,lego star wars ii : the original trilogy for mac,,319.95 ,global software a1055 i love the usa
904,1.0,global-software-publishing,29.99 ,guitar tool worship edition,,7.17 ,egames . inc galaxy of games 5000 pack
905,1.0,cakewalk, ,microsoft onenote 2007 upgrade,emedia,206.99 ,iriscard pro
906,1.0,git corp,19.99 ,the logo creator ( mac ),sega-of-america-inc .,10.57 ,allume aquazone seven seas deluxe edition
907,1.0,steinberg,299.99 ,phase one capture one le,,27.9 ,adobe photoshop cs3 for mac upgrade
908,1.0,efrontier,899.95 ,sierra hallmark card studio special edition windows ),,53.37 ,encore software 11861 jewels of cleopatra win xp vista
909,1.0,topics entertainment,99.99 ,synet pc sharing kit ( w/17ft usb ext.cable ),,199.99 ,h & r block taxcut premium federal and state with e-file efile software mac/win tax & finance software
910,1.0,smith-micro-software,49.99 ,microsoft windows small business server cal 2003 license pack 20 client addpack device,,29.99 ,norton internet security 2008 10 user
911,1.0,power production,479.78 ,ibm viavoice advanced v. 10,global-marketing-partners,191.94 ,matchbox cross town heros
912,1.0,mariner software,9.99 ,black & white platinum pack ( mac ),,59.97 ,apple . mac 4.0 family pack ( new or renewal )
913,1.0,sony media,1199.0 ,punch ! home design architectura series 18,sony-pictures-digital-entertainment,22.9 ,microsoft powerpoint 2004 software mac apple & mac software
914,1.0,microsoft licenses,9.99 ,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,,18.97 ,treasure mathstorm
915,1.0,me-too-software,89.95 ,sea scene : living underwater worlds ( jewel case ),,399.95 ,corel corporation dvd movie factory 6 plus retial ( english )
916,1.0,microsoft,49.95 ,oxford spanish dictionary,,2499.99 ,microsoft windows xp home edition sp2 retail box
917,1.0,encore,39.95 ,adobe creative suite cs3 design premium [ mac ],,998.95 ,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure
918,1.0,abacus software,199.0 ,turbocad mac 3d for mac,,57.54 ,aspyr media inc return to castle wolfenstein
919,1.0,microsoft,399.95 ,roxio toast 8 titanium,,29.99 ,webroot software inc 54210 webroot desktop firewall firewall pc
920,1.0,yamaha,19.95 ,punch ! home design architectura series 18,palo-alto-software,39.9 ,apple logic express 7.2 upgrade from v. 6
921,1.0,punch ! software,9.99 ,middle school success essentials,,45.99 ,encore inc family tree maker v 16 essentials
922,1.0,efrontier, ,sportsman 's double play,punch software,17.55 ,knowledge adventure inc. 20223 jumpstart world 1st grade mini box
923,1.0,sony-pictures-digital-entertainment, ,lavasoft ad-aware plus edition,nuance-communications-inc .,400.34 ,encore software 11670 who wants to be a millionaire ? win xp 2000
924,1.0,axis-communication-inc .,29.99 ,adobe photoshop elements 5.0 / premier elements 3.0 [ lb ],,22.9 ,webroot software 54210 desktop firewall
